English Sentence,Hausa,Sexism
"LOL! You can go naked, you just can't be too HOT and do it. . These """"body-confident"""" undisciplined women (who often look like they have trouble dressing themselves anyway) might feel body-shamed. .","LOL! zaka iya zuwa tsirara, kar da ka kasance kayi kyau sosai, waɗannan """"""masu-ƙwarin gwiwa"""" mata marasa tarbiyya (wanda ko yaushe suke neman tsokana) zasu iya jin ka kunyata su.",Yes
,"Ka yi haƙuri da tsananin da kake fuskanta na wahalhalun rayuwa. Idan ka yi hakuri ka bi Allah da gaske, aljanna ce makomarka.",No
"The web is full of right wing sites with 10,000 true fans, mostly dimwit women, who blew smoke up the admins ass for years as they lost 90% of their contributors.","Yanar gizo yana cike da shafukan hannun dama masu fans 10,000 na gaskiya, galibi mata marasa hankali, waɗanda suka yi wa admins fatan alheri shekaru suna rasa kashi 90% na masu ba da gudummawa.",Yes
,"Ba NNPC ba , Yasin Baba Buhari ko gidanmu zai cefanar ina tare dashi dari-bisa-dari.",No
,"Assalam alaikum
Pls hide my ID
Nayi aure irin na soyayya Amma ko sati Daya bamu Yi ba ta fara min shegantaka. duk wani abin anfanin gida na kawo Amma sai in dawo gida ba abinci wai tayi baqi ta Basu, maman ta ta fara sintiri gidan mu, a wata sai tazo sau 5 sau 7 daga sannan sai tsiya ta karu. Ince ayi Abu taki Yi, in Hana ta Abu tayi idan nayi magana tace maman ta ce tace haka za'ai. Raina ya fara Baci sosai, watarana na dawo da daddare na zaunar da ita nake mata magana Akan nine mijinta Kuma ni kadai nake da iKon Sata ko Hana ta. kawai sai ta kama masifa wai Dan me zance kar tayi abinda maman ta tace, gari na wayewa wai zata tafi gida nace ga hanya Nan,ta wuce ta tafi. Sai bayan kwana 3 sai yayan ta ya Kira ni wai ya banzo ba nace ai ni bama na gari Kuma ai sune ya kamata su neme ni, nace bazai yiwu Ina auren yarinya Ina bata ci, Sha ,sutura, magani, wajen zama Kuma ace daga gida zata dinga karbar umarni, tayi kadan. Akai ta bani hakuri har da iyaye na da Yan uwa na , na hakura ta koma .
Ba dadewa ta Dora daga inda ta tsaya, ta dinga bincika min waya, a takaice ce sai da na sake ta sannan hankalin ta ya tashi , ita da uwar duk suka gigice ni Kuma nace wallahi bazan Maida ta ba.
Ina so in ja hankalin iyaye mata idan kuka aurar da yayan ku mata Dan Allah ku dinga kyale su ku Daina kashe musu aure, wasu matan Basu da hankalin da zasu banbance hakkin miji da kyautata ma iyaye.
Nagode",No
Shes not a real woman for being so reckless,Ba asalin mace ba ce saboda wannan ganganci da take yi.,Yes
[[URL] Smart women **do not** choose weak men.,[URL] Mata masu basira basu zaɓan maza masu rauni.,Yes
,SLM matan sirri dan allah kufada mata koda matsala sbd gaskiya ni bansani ba shine nace zan tambayar mata wata kawata ce dazu take fadamin wai dan allah idan oga yana shan kirjin mace hakan zai iya haifar mata da matsala ne ko kuma babu damuwa wai wlh ita abun yayi yawa yana yawan shamata kuma yanxu tanada tsohon cikin saiyafi awa daya yana tsotan kirjinta shine take neman shawara inda matsala xata daina yadda inba matsala kuma falillahil hamdi dan allah kufada mata amsa tagumi xaman jira banda zaki ko bakar magana pls,No
,"We still have some dozens of it 😂🤣.. Kowa sai ya samu.

Gadon gadon🤣..

When my sister got married aka dibar ma ta na ta kason.

Har da wani mai Murtala",No
,"That’s it!!! I am starting a Social program.

A lot of our sisters/ brothers are just fumbling.
Ya za a yi ace wai matar mutum baza ta iya kalon shi ta rike masa hannu ta mishi magana ba?
How would he know what’s going on if you don’t communicate it to him?
Men don’t read minds.",No
,"16-08-2022 BIDDING
Maaikatar Ilmi ta jihar Jigawa ta gudanar da bikin tayin bada kwangila na manyan aiyuka na 2022
A jawabinta wajen bude bikin tayin bada kwangilar, babbar sakatariyar maaikatar , Hajia Safiya Muhammad tace za a gudanar da aiyukan ne domin bunkasa harkokin ilmi da kuma inganta koyo da koyarwa a makarantu
Ta yi kira ga yan kwangilar da zasu sami nasara, dasu gudanar da aiyuka masu inganci kuma akan lokaci
A nasa jawabin mataimakin Daraktan aiyuka na maaikatar , Injiniya Kailu Aliyu yace aiyukan sun hadar da gina rukunin ajujuwa da kewaye makarantu da gyaran ajujuwa da tona fanfunan tuka tuka da shaguna da kuma bandakuna
A jawabansu daban daban wakilan hukumar tantance aiyukan kwangila Aminu Garba da kuma na maaikatar sharia Injiniya r Aliyu Abdullahi sun yaba da yadda tsarin bada aiyukan kwangilar ya gudana tare yin kira ga yan kwangilar su kiyaye da dokoki da kuma kaidojin gudanar da aiyukan kwangila",No
,alhamdulillah alah qulli haleen allah karawa annabi daraja allah yasa mudace duniya da lahira,No
"Bring her to your local Section 8 housing, show her your street's crazy cat lady, and tell her those women all believed they could do better than what they had. After that there's nothing you can do. She's on her own.","Ka kai ta gidan Section 8 na yankinku, ka nuna mata mata masu ban sha'awa, ka ce mata: ‘Waɗannan matan sun yi imanin za su sami abin da ya fi abin da suke da shi.’ Bayan haka, ba za ka iya ƙara komai ba. Ta dogara da kanta.",Yes
,Aslm gafa Kayan promo ga sauqi ga kwari da aminci tea flask 10k food flask 2k Roba 800 botiki 700 kofin dibar ruwa 250 Kano nake 08145305833,No
,Hoton yai min kyau,No
,"Wata baiwar Allah ta bayar da Zakkar Miliyan Daya, wata kuma 70k, sun ce a raba jarin 20k ga iyayan marayu, za mu raba a jahohi 4 Insha Allah akan tsohon tsarinmu, Allah ya biyasu.",No
,"MALARIA 
----------------

MALARIA: Wannan wani rashin lafiya ne da ake samunsa sanadiyyar cizon macen sauro, wadda take sakawa mutum kwayoyin cuta a cikin jini.

A na samun cutar ne a sanadiyar kwayoyin cutar da macen sauro ke zubawa mutum acikin jini.

KWAYOYIN CUTAR DA SUKE KAWO MALARIA :

1- P falciparum
2- P Vivax 
3- P ovalae
4- P malarias
5- P knowlesi

Amma amfi samun p falciparum a Nigeria shi yasa mafi yawan magani da ake amfanida shi na malaria a Nigeria ACT ne .

GA WASSU DAGA CIKIN ALAMUN MALARIA :

1- Zazzabi
2- Ciwon kai
3- Tashin Zuciya
4- Amai
5- Gudawa
6- Ciwon jiki
7- Atini
8- Dachin Baki
9- Rashin Cin Abinci
10- Rashin Karfin jiki.
11- Kasala
12- mutun yaji ya rasa abinda yake masa dadi.

GA WASSU DAGA CIKIN MUTANE IDAN MALARIA TAKAMASU RAYUWARSU TANA CIKIN HATSARI :

1- Mace Mai Ciki
2- Yara Kanana
3- Masu cutan Sickler

1- Malaria A Mace mai ciki Yakan kawo mata :

A- Haifan Macaccen jariri
B- Yakan Zubar mata da ciki.
C- Yakan Kawo Haihuwan Bakwaini .
D- Yakan Kashe Uwar Da Yaron Gabaki Daya.

YA AKE GANE MUTUM YANA DAUKE DA KWAYAR CUTAR MALARIA :

Ana gane malaria ne ta hanyoyi guda biyu wanda dukkansu jini ake gwadawa, sune :

1- RDTs Malaria test
2- Microcopy Malaria test

MATSALOLIN DA MALARIA YAKE KAWOWA ( COMPLICATION OF MALARIA ) 

1- Rashin jini a jiki 
2- Matsalar kwakwalwa
3- matsalar Ciwon zuciya
4- Matsalar huhu da oda
5- Kumburi ko fashewar spleen .
6- Yana saukan da suga ( HyPositiveglycemia)

KARIYA DA KAMUWA DA CITON MALARIA :

1- SPAQ (sulfadoxine-pyrimethamine + amodiaquine) wannan wata magani ce wanda ake bawa yara kanana masu watanni 3 zuwa 59 domin kariya daga cutar malaria.

Kungiyoyin lafiya ta cikin gida da ta dubiya sun dauki nauyin bada wannan maganin kyeuta a Najeriya duba da yanayin yadda rayuwar yara kanana take shiga hatsari idan suka kamu da Malaria.

Ana bada maganin lokocin da ruwa yafara sauka wato sakanin July da October domin itace lokocin akafi samun ciwon Malaria.

Note: 

1- Yaro mai zazzabi ba'a bashi
2- Yaron da yasha septrin ba'a bashi
3- ba'a hadashi da ko wacce irin maganin malaria.

2- Fansider (sulfadoxine-pyrimethamine) ita ma wata magani ne wanda ake bawa mata masu juna domin kariya daga cutar Malaria.

Ana bada maganin ne da zarar mace cikin ta yakai watanni hudu ( 16weeks), sannan abada 2nd dose a 20 - 22 weeks sannan a bada 3rd dose a 26 weeks ( akalla ana so a samu tazarar sati 4 sakanin ko wacce dose).

3- Akoi sauran magunguna da ake amfani da shi domin kariya daga malaria kamar su:
- Proguanil
- Doxycycline
- Daraprim
- da sauran su

4- Sauran hanyoyin sun hada da:

- Shiga gidan sauro.
- Daina Barin ciyawa cikin gida .
- kiyaye tsabtan muhalli da ta bayan gida dan kada sauro su samu wurin zama.
- Kwashe shara akai akai kada abari yataru a gida.

MAGANIN ZAZZABIN CIZON SAURA :

Maganin zazzabin cizon sauro shine duk sanda akayi rashin lafiya a ziyarci asibity domin a tabbatar da shi daganan likita yabada magani .

IDAN NAJI ZAZZABI ZAN IYA SHAN COATEM ???

A,a baza kasha ba sabida shan magani barkatai yana da illa , kuma an hana shan maganin nalaria batareda an aunaka an tabbata kanada malarian ba .

Mafita shine idan kaji wayennan alamomi kaje asibity mafi kusa da kai domin ba malaria kadai bane yake kawo wadannan alamomin ba .

Lafiya uwar jiki",No
,"AsslmAlykum
Hide my I'd and approved my Positivest urgently
Dan Allah masana da teachers din gidan nanba taimakamin da yadda ake rubuta 6step lesson plan",No
"Fuck that shit. Be a man and get angry. If bitches don’t like you, fuck it. We will work on ourselves and get rich. So that one day we can be elected senator and fuck their daughters!","Tirr da wannan abin. Kasance namiji kawai ka ɓata rai, idan ma 'yan iskan nan basu son ka, sai me. zamu yi aiki don mu azurta kan mu. saboda watarana mu sanatoci sai muyi jima'i da 'ya'yan su mata",Yes
,"KO KUN SAN CEWAR: Alhaji. Ahmad Idris ne tsohon Akanta Janar na Najeriya tareda matasa ƴan jihar Kano da ya samawa aikin ɗamara, Kuma an ce dukkanin su ba dangin iya ba na Baba.

Tabbas ya yi ƙoƙarin sosai domin irin su aka rasa a cikin al'umma, Allah Ta'ala ya saka masa da alkairi ya ƙaro mana irin su.

DAGA Anas Saminu Ja'en",No
Not sure she ever had a brain...,Bana tunanin ta taɓa samun ƙwaƙwalwa..,Yes
☝️😄 .... 40 years from now she'll complain that she was forced into exploiting her sexuality in order to feed herself and sue MANkind 😂🤣😂 #MAGA #FeminismIsCancer,Shekaru arba'in masu zuwa zata yi ƙorafin cewa an takura mata ne da ƙarfi wanda hakan ya jawo ta fara karuwanci don ta ciyar da kanta sannan ta kai ƙaran bil'adama #MAGA #FeminisimisCancee,Yes
[URL] Crime wave in Germany - Cracks start showing in the female narrative,[URL] Yawaitan laifuka a ƙasar jamus - gaskiya ta fara bayyana a labarun mata.,Yes
"LMAO - tbh, I felt kinda sad for him, because a part of him believed this girl to be a """"good girl"""", and he just discovered she is a hoe like the others.","LMAO - a gaskiya, na ji tausayinsa, domin wani bangare na shi ya kasance yana ganin wannan yarinyar 'yar kirki ce', sai ya gano cewa karuwa ce kamar sauran.",Yes
Islam is always right about these disgusting creatures.please my mgtow friends islam is the key and woman should be under sharia immediately,"Musulunci koyaushe yana da gaskiya game da waɗannan halaye masu banƙyama. Don Allah ƙawayen MGTOW, Musulunci shine mafita, kuma ya kamata a sanya mata ƙarƙashin shari'ar Musulunci nan da nan.",No
"[USER] Let's play this song and trigger the feminists, male and female, who (having no ideas) claim it's a song about """"rape."""" Idiots.","[USER] Mu kunna wannan waƙa mu tayar da hankalin masu rajin kare hakkin mace, maza da mata waɗanda (ba su da wani ra'ayi) suke cewa waƙar ta shafi """"""""fyade""""""""."" Wawaye.",Yes
"You will lose tons of viable leads this way. You're a man. Men are expected to lead. Go do that instead of waiting for her to take the initiative, most girls never will.","Za ka rasa dama masu amfani da yawa ta wannan hanyar. Kai namiji ne. Ana sa ran maza su zama jagora. Ka tafi ka yi hakan maimakon jiran ta ta ɗauki mataki, yawancin 'yan mata ba za su taɓa yin hakan ba.",Yes
Yeah. And I hang out in here to pass that on to younger men so they don’t have to be manipulated into spending money by women like you who are just using their weakness against them. Your trade has dried up - learn to code.,Eh. Kuma na zauna a nan don isar da wannan sako ga samari don kada a yi amfani da su don cinye kuɗi ta hanyar mata irin ku waɗanda ke amfani da raunin su. Sana'ar ku ta bushe - ku koyi yin coding.,Yes
"By the looks of the angry women at the #WomensMarch, they need to march for a few more weeks before they can fit into anything other than stretchy pants. #Trump #MAGA [URL]","Daga fuskokin mata masu fushi a #WomensMarch, Suna buƙatar su ci gaba da atisaye na wasu satittuka kafin su zama kaya zai musu daidai. #Trump #MAGA [URL]",Yes
"All I have to say is that I am so glad I've been married to a wonderful woman almost 17 years this December. No false accusations, no STDs, no mind games, no unfaithful bitches (ahem... ex-wife), etc.","Duk abin da zan faɗa shi ne, ina farin cikin cewa na yi aure da mace mai kyau kusan shekaru 17 wannan Disamba. Babu zargin ƙarya, babu cututtuka, babu wasan kwakwalwa, babu mata masu lalata (ahem... tsohuwar matata), da sauransu.",Yes
"This bitch did, his mother was a judge.","Wannan 'yar iskar ce tayi, maman sa ita ce alƙali",Yes
"I approached because women are too cowardly to approach. So if she is a coward, what makes her better than me?","Na tunkare ta domin mata ba sa ƙarfin hali don tunkarawa. To idan ita mai tsoro ce, me ya sa ta fi ni?",Yes
"It’s not your height ... I am 6’ with everything 6 figure (6’, 6”, 6 -0s).... but she want everything... women can’t be happy","Ba tsayin ka ba ne... Ni 6' ne da komai a lamba 6 (6', 6"", 6-0s)... Amma ita tana son komai... Mata ba za su iya samun farin ciki ba.",Yes
She could just sell feminist smart rape whistle for people to throw money at her,Zata iya siyar da Smart Rape whistle saboda mutane su bata kuɗi,Yes
Nope virtue is a female responsibility.,"A'a, kyawawan halaye alhakin mata ne",No
Damn marriage even sucked back then. Wonder what the tradcucks are going to say now since they think everything was peachy back in the day. Sure females were under more patriarchal control back then but they were still uber cunts to deal with.,"Auren da ma ya kasance mai ban tsoro a zamanin da. Ina mamakin me 'yan tradcuck za su ce yanzu, ganin suna tunanin komai ya kasance mai daɗi a da. Haka ne mata sun kasance ƙarƙashin ikon maza sosai, amma har yanzu sun kasance mata masu taurin kai.",Yes
"If you find a weaker female candidate is promoted in preference to yourself, I would resign immediately. So should every male.","Idan ka ga an ɗora wata mace mai rauni a matsayin da ya kamata ya kasance nawa, zan yi murabus nan take. Kowace namiji ya kamata ya yi haka.",Yes
You aren't supposed to hit women no matter WHAT they do.-Says some dumbass Simp. I wish the officer could have beat her with a club.,Bai dace ka dake mace ba ko me ta aikata. inji wani shashan basimpe. Ina fatan ace ɗan sandan zai buge ta da sanda golf.,Yes
"I don't care if she's lying or not. These bitches want to make SEX Illegal! Screw them. Er, or not!","Ban damu ba. ko ƙarya take faɗa ko gaskiya, waɗannan 'yan iskan suna so su mayar da jima'i ya zama abin laifi. tsinannu. Er, ko kuma a'a!",Yes
Most women would kill themselves if they were treated like men. This. They have no idea how coddled they are or how good they have it. Society props them up so much. Imagine having a pussy and coasting through life.,Yawancin mata ba za su iya jurewa matsalolin da maza ke fuskanta ba. Ba su fahimci irin tagomashin da suke da shi a cikin al'umma. Akwai wani gaskiya cewa al'umma tana ba mata wasu fa'idodi na Musamman. Ta yaya za ayi kina da farji kuma kina shan wahala.,Yes
"Meetup.com, I'll give it a shot when I'll be back home. i simply hope it is popular here in my country. Yeah, I feel I could be somewhat an interesting man for women. Too bad I rarely find women to have a nice conversation with..","Za na gwada Meetup.com lokacin da na dawo gida. Ina fatan ya shahara a nan ƙasata. A'a, ina jin zan iya zama mutum mai ban sha'awa ga mata. Abin takaicin kadan samun mata masu kyakkyawar hira.",Yes
"You may think your step sister is different. Odds are she isn't. Consider that her advice may be skewing your perception of outcomes. She's still just a bitch, susceptible to bitch fallacies.","Kana iya tunanin ’yar uwar ka wanda kuka haɗa uba ta bambanta. Amma akwai yuwuwar ba haka ba ne. Ka yi la’akari da cewa shawarwarta na iya karkatar da hangen naka game da sakamako. Duk da haka, ita ma mutum ce kawai, mai saukin fada cikin ra’ayoyin da ba su dace ba.",Yes
